,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
225,Shot Chart Detail,0021600681,445,1626179,Terry Rozier,1610612738,Boston Celtics,4,10,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-147,213,1,0,20170125,BOS,HOU
226,Shot Chart Detail,0021600681,520,1626179,Terry Rozier,1610612738,Boston Celtics,4,3,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,227,121,1,1,20170125,BOS,HOU
227,Shot Chart Detail,0021600697,134,1626179,Terry Rozier,1610612738,Boston Celtics,2,10,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,13,1,1,20170127,BOS,ORL
228,Shot Chart Detail,0021600697,160,1626179,Terry Rozier,1610612738,Boston Celtics,2,7,20,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,18,1,0,20170127,BOS,ORL
229,Shot Chart Detail,0021600697,430,1626179,Terry Rozier,1610612738,Boston Celtics,4,6,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,163,198,1,0,20170127,BOS,ORL
230,Shot Chart Detail,0021600697,443,1626179,Terry Rozier,1610612738,Boston Celtics,4,5,46,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,27,208,1,1,20170127,BOS,ORL
231,Shot Chart Detail,0021600697,468,1626179,Terry Rozier,1610612738,Boston Celtics,4,2,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-112,237,1,0,20170127,BOS,ORL
232,Shot Chart Detail,0021600706,149,1626179,Terry Rozier,1610612738,Boston Celtics,2,11,24,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,2,1,0,20170128,MIL,BOS
233,Shot Chart Detail,0021600706,168,1626179,Terry Rozier,1610612738,Boston Celtics,2,9,31,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,3,1,0,20170128,MIL,BOS
234,Shot Chart Detail,0021600706,193,1626179,Terry Rozier,1610612738,Boston Celtics,2,7,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-228,115,1,0,20170128,MIL,BOS
235,Shot Chart Detail,0021600706,430,1626179,Terry Rozier,1610612738,Boston Celtics,4,11,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,117,237,1,0,20170128,MIL,BOS
236,Shot Chart Detail,0021600721,167,1626179,Terry Rozier,1610612738,Boston Celtics,2,8,2,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,11,1,1,20170130,BOS,DET
237,Shot Chart Detail,0021600721,190,1626179,Terry Rozier,1610612738,Boston Celtics,2,5,53,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-232,67,1,0,20170130,BOS,DET
238,Shot Chart Detail,0021600721,205,1626179,Terry Rozier,1610612738,Boston Celtics,2,4,52,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,8,1,1,20170130,BOS,DET
239,Shot Chart Detail,0021600732,141,1626179,Terry Rozier,1610612738,Boston Celtics,2,10,27,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,16,1,0,20170201,BOS,TOR
240,Shot Chart Detail,0021600732,149,1626179,Terry Rozier,1610612738,Boston Celtics,2,9,45,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,1,51,1,0,20170201,BOS,TOR
241,Shot Chart Detail,0021600732,228,1626179,Terry Rozier,1610612738,Boston Celtics,2,4,7,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20170201,BOS,TOR
242,Shot Chart Detail,0021600732,408,1626179,Terry Rozier,1610612738,Boston Celtics,3,0,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-132,213,1,1,20170201,BOS,TOR
243,Shot Chart Detail,0021600732,436,1626179,Terry Rozier,1610612738,Boston Celtics,4,9,24,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,18,1,0,20170201,BOS,TOR
244,Shot Chart Detail,0021600732,438,1626179,Terry Rozier,1610612738,Boston Celtics,4,9,4,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,161,110,1,0,20170201,BOS,TOR
245,Shot Chart Detail,0021600732,442,1626179,Terry Rozier,1610612738,Boston Celtics,4,8,56,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,13,1,0,20170201,BOS,TOR
246,Shot Chart Detail,0021600751,129,1626179,Terry Rozier,1610612738,Boston Celtics,1,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-207,136,1,1,20170203,BOS,LAL
247,Shot Chart Detail,0021600751,141,1626179,Terry Rozier,1610612738,Boston Celtics,2,11,0,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,1,134,1,1,20170203,BOS,LAL
248,Shot Chart Detail,0021600751,459,1626179,Terry Rozier,1610612738,Boston Celtics,4,8,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,11,1,1,20170203,BOS,LAL
249,Shot Chart Detail,0021600751,477,1626179,Terry Rozier,1610612738,Boston Celtics,4,6,48,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,28,1,1,20170203,BOS,LAL
250,Shot Chart Detail,0021600766,146,1626179,Terry Rozier,1610612738,Boston Celtics,2,9,52,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,11,1,0,20170205,BOS,LAC
251,Shot Chart Detail,0021600766,177,1626179,Terry Rozier,1610612738,Boston Celtics,2,6,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-37,252,1,1,20170205,BOS,LAC
252,Shot Chart Detail,0021600793,125,1626179,Terry Rozier,1610612738,Boston Celtics,1,0,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,69,242,1,0,20170208,SAC,BOS
253,Shot Chart Detail,0021600793,165,1626179,Terry Rozier,1610612738,Boston Celtics,2,9,0,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,25,39,1,0,20170208,SAC,BOS
254,Shot Chart Detail,0021600793,166,1626179,Terry Rozier,1610612738,Boston Celtics,2,8,58,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,8,21,1,0,20170208,SAC,BOS
255,Shot Chart Detail,0021600793,187,1626179,Terry Rozier,1610612738,Boston Celtics,2,6,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,204,124,1,0,20170208,SAC,BOS
256,Shot Chart Detail,0021600793,338,1626179,Terry Rozier,1610612738,Boston Celtics,3,2,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,76,159,1,0,20170208,SAC,BOS
257,Shot Chart Detail,0021600793,507,1626179,Terry Rozier,1610612738,Boston Celtics,4,0,35,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,8,1,0,20170208,SAC,BOS
258,Shot Chart Detail,0021600798,110,1626179,Terry Rozier,1610612738,Boston Celtics,1,2,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,2,1,1,20170209,POR,BOS
259,Shot Chart Detail,0021600798,117,1626179,Terry Rozier,1610612738,Boston Celtics,1,1,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,-215,57,1,0,20170209,POR,BOS
260,Shot Chart Detail,0021600798,129,1626179,Terry Rozier,1610612738,Boston Celtics,1,0,27,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-24,242,1,1,20170209,POR,BOS
261,Shot Chart Detail,0021600798,134,1626179,Terry Rozier,1610612738,Boston Celtics,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-163,198,1,0,20170209,POR,BOS
262,Shot Chart Detail,0021600798,219,1626179,Terry Rozier,1610612738,Boston Celtics,2,4,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,23,195,124,1,0,20170209,POR,BOS
263,Shot Chart Detail,0021600798,392,1626179,Terry Rozier,1610612738,Boston Celtics,3,1,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-83,232,1,1,20170209,POR,BOS
264,Shot Chart Detail,0021600798,440,1626179,Terry Rozier,1610612738,Boston Celtics,4,9,16,Made Shot,Turnaround Bank shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,82,151,1,1,20170209,POR,BOS
265,Shot Chart Detail,0021600798,450,1626179,Terry Rozier,1610612738,Boston Celtics,4,7,58,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-1,1,0,20170209,POR,BOS
266,Shot Chart Detail,0021600798,464,1626179,Terry Rozier,1610612738,Boston Celtics,4,7,7,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-241,41,1,0,20170209,POR,BOS
267,Shot Chart Detail,0021600815,131,1626179,Terry Rozier,1610612738,Boston Celtics,2,10,31,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,-205,80,1,1,20170211,UTA,BOS
268,Shot Chart Detail,0021600815,167,1626179,Terry Rozier,1610612738,Boston Celtics,2,6,44,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-101,57,1,0,20170211,UTA,BOS
269,Shot Chart Detail,0021600815,169,1626179,Terry Rozier,1610612738,Boston Celtics,2,6,40,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,-6,1,0,20170211,UTA,BOS
270,Shot Chart Detail,0021600815,469,1626179,Terry Rozier,1610612738,Boston Celtics,4,1,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,200,139,1,0,20170211,UTA,BOS
271,Shot Chart Detail,0021600815,497,1626179,Terry Rozier,1610612738,Boston Celtics,4,1,12,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,0,1,0,20170211,UTA,BOS
272,Shot Chart Detail,0021600826,78,1626179,Terry Rozier,1610612738,Boston Celtics,1,2,4,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,-207,77,1,1,20170213,DAL,BOS
273,Shot Chart Detail,0021600826,139,1626179,Terry Rozier,1610612738,Boston Celtics,2,7,44,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-81,121,1,0,20170213,DAL,BOS
274,Shot Chart Detail,0021600826,170,1626179,Terry Rozier,1610612738,Boston Celtics,2,5,43,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,38,33,1,0,20170213,DAL,BOS
275,Shot Chart Detail,0021600836,90,1626179,Terry Rozier,1610612738,Boston Celtics,1,3,6,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,7,1,0,20170215,BOS,PHI
276,Shot Chart Detail,0021600836,120,1626179,Terry Rozier,1610612738,Boston Celtics,1,0,40,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,-1,1,0,20170215,BOS,PHI
277,Shot Chart Detail,0021600836,134,1626179,Terry Rozier,1610612738,Boston Celtics,2,11,9,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170215,BOS,PHI
278,Shot Chart Detail,0021600836,387,1626179,Terry Rozier,1610612738,Boston Celtics,3,3,25,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-147,31,1,0,20170215,BOS,PHI
279,Shot Chart Detail,0021600836,394,1626179,Terry Rozier,1610612738,Boston Celtics,3,3,0,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,2,1,0,20170215,BOS,PHI
280,Shot Chart Detail,0021600836,478,1626179,Terry Rozier,1610612738,Boston Celtics,4,7,33,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,18,1,0,20170215,BOS,PHI
281,Shot Chart Detail,0021600849,113,1626179,Terry Rozier,1610612738,Boston Celtics,2,11,21,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,51,124,1,0,20170216,CHI,BOS
282,Shot Chart Detail,0021600849,120,1626179,Terry Rozier,1610612738,Boston Celtics,2,10,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,76,237,1,1,20170216,CHI,BOS
283,Shot Chart Detail,0021600849,144,1626179,Terry Rozier,1610612738,Boston Celtics,2,8,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,24,247,1,1,20170216,CHI,BOS
284,Shot Chart Detail,0021600849,188,1626179,Terry Rozier,1610612738,Boston Celtics,2,3,58,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,43,95,1,0,20170216,CHI,BOS
285,Shot Chart Detail,0021600849,306,1626179,Terry Rozier,1610612738,Boston Celtics,3,5,33,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,132,213,1,0,20170216,CHI,BOS
286,Shot Chart Detail,0021600849,327,1626179,Terry Rozier,1610612738,Boston Celtics,3,4,15,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,-6,1,0,20170216,CHI,BOS
287,Shot Chart Detail,0021600849,407,1626179,Terry Rozier,1610612738,Boston Celtics,4,9,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-151,208,1,0,20170216,CHI,BOS
288,Shot Chart Detail,0021600849,434,1626179,Terry Rozier,1610612738,Boston Celtics,4,6,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-192,175,1,1,20170216,CHI,BOS
289,Shot Chart Detail,0021600858,76,1626179,Terry Rozier,1610612738,Boston Celtics,1,2,49,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-47,36,1,0,20170224,TOR,BOS
290,Shot Chart Detail,0021600858,101,1626179,Terry Rozier,1610612738,Boston Celtics,1,0,29,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,36,1,1,20170224,TOR,BOS
291,Shot Chart Detail,0021600858,183,1626179,Terry Rozier,1610612738,Boston Celtics,2,5,3,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,38,-1,1,0,20170224,TOR,BOS
292,Shot Chart Detail,0021600858,186,1626179,Terry Rozier,1610612738,Boston Celtics,2,4,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,161,195,1,0,20170224,TOR,BOS
293,Shot Chart Detail,0021600858,344,1626179,Terry Rozier,1610612738,Boston Celtics,3,3,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-137,208,1,0,20170224,TOR,BOS
294,Shot Chart Detail,0021600858,347,1626179,Terry Rozier,1610612738,Boston Celtics,3,3,6,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,18,1,1,20170224,TOR,BOS
295,Shot Chart Detail,0021600879,71,1626179,Terry Rozier,1610612738,Boston Celtics,1,3,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,168,198,1,1,20170226,DET,BOS
296,Shot Chart Detail,0021600879,79,1626179,Terry Rozier,1610612738,Boston Celtics,1,2,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,7,1,1,20170226,DET,BOS
297,Shot Chart Detail,0021600879,143,1626179,Terry Rozier,1610612738,Boston Celtics,2,8,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-124,223,1,0,20170226,DET,BOS
298,Shot Chart Detail,0021600879,181,1626179,Terry Rozier,1610612738,Boston Celtics,2,6,55,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-241,31,1,1,20170226,DET,BOS
299,Shot Chart Detail,0021600879,362,1626179,Terry Rozier,1610612738,Boston Celtics,3,1,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,122,232,1,1,20170226,DET,BOS
300,Shot Chart Detail,0021600885,153,1626179,Terry Rozier,1610612738,Boston Celtics,2,10,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-43,259,1,0,20170227,BOS,ATL
301,Shot Chart Detail,0021600885,404,1626179,Terry Rozier,1610612738,Boston Celtics,3,3,2,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-173,124,1,1,20170227,BOS,ATL
302,Shot Chart Detail,0021600885,412,1626179,Terry Rozier,1610612738,Boston Celtics,3,2,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,7,1,0,20170227,BOS,ATL
303,Shot Chart Detail,0021600885,424,1626179,Terry Rozier,1610612738,Boston Celtics,3,1,17,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,11,1,0,20170227,BOS,ATL
304,Shot Chart Detail,0021600885,454,1626179,Terry Rozier,1610612738,Boston Celtics,4,11,2,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,14,70,1,0,20170227,BOS,ATL
305,Shot Chart Detail,0021600885,456,1626179,Terry Rozier,1610612738,Boston Celtics,4,11,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,16,1,0,20170227,BOS,ATL
306,Shot Chart Detail,0021600885,487,1626179,Terry Rozier,1610612738,Boston Celtics,4,7,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,8,1,1,20170227,BOS,ATL
307,Shot Chart Detail,0021600885,572,1626179,Terry Rozier,1610612738,Boston Celtics,4,0,56,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,8,1,1,20170227,BOS,ATL
308,Shot Chart Detail,0021600885,576,1626179,Terry Rozier,1610612738,Boston Celtics,4,0,27,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,195,151,1,1,20170227,BOS,ATL
309,Shot Chart Detail,0021600901,109,1626179,Terry Rozier,1610612738,Boston Celtics,1,2,11,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,0,97,1,0,20170301,BOS,CLE
310,Shot Chart Detail,0021600901,121,1626179,Terry Rozier,1610612738,Boston Celtics,1,0,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-210,136,1,0,20170301,BOS,CLE
311,Shot Chart Detail,0021600901,152,1626179,Terry Rozier,1610612738,Boston Celtics,2,10,36,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,3,1,0,20170301,BOS,CLE
312,Shot Chart Detail,0021600901,372,1626179,Terry Rozier,1610612738,Boston Celtics,3,0,44,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,11,1,0,20170301,BOS,CLE
313,Shot Chart Detail,0021600901,382,1626179,Terry Rozier,1610612738,Boston Celtics,3,0,18,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,138,214,1,0,20170301,BOS,CLE
314,Shot Chart Detail,0021600918,502,1626179,Terry Rozier,1610612738,Boston Celtics,4,5,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,220,111,1,0,20170303,LAL,BOS
315,Shot Chart Detail,0021600918,551,1626179,Terry Rozier,1610612738,Boston Celtics,4,0,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,109,232,1,0,20170303,LAL,BOS
316,Shot Chart Detail,0021600929,147,1626179,Terry Rozier,1610612738,Boston Celtics,2,11,4,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,173,120,1,1,20170305,PHX,BOS
317,Shot Chart Detail,0021600929,186,1626179,Terry Rozier,1610612738,Boston Celtics,2,6,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-207,154,1,1,20170305,PHX,BOS
318,Shot Chart Detail,0021600929,277,1626179,Terry Rozier,1610612738,Boston Celtics,2,0,15,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-241,65,1,1,20170305,PHX,BOS
319,Shot Chart Detail,0021600929,281,1626179,Terry Rozier,1610612738,Boston Celtics,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,40,-101,391,1,0,20170305,PHX,BOS
320,Shot Chart Detail,0021600929,436,1626179,Terry Rozier,1610612738,Boston Celtics,3,1,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,194,151,1,1,20170305,PHX,BOS
321,Shot Chart Detail,0021600929,443,1626179,Terry Rozier,1610612738,Boston Celtics,3,0,21,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-238,31,1,1,20170305,PHX,BOS
322,Shot Chart Detail,0021600929,457,1626179,Terry Rozier,1610612738,Boston Celtics,4,10,56,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,0,1,0,20170305,PHX,BOS
323,Shot Chart Detail,0021600929,482,1626179,Terry Rozier,1610612738,Boston Celtics,4,9,45,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-92,188,1,0,20170305,PHX,BOS
324,Shot Chart Detail,0021600929,508,1626179,Terry Rozier,1610612738,Boston Celtics,4,8,23,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,97,95,1,0,20170305,PHX,BOS
325,Shot Chart Detail,0021600945,134,1626179,Terry Rozier,1610612738,Boston Celtics,2,10,36,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,9,80,1,0,20170306,LAC,BOS
326,Shot Chart Detail,0021600945,150,1626179,Terry Rozier,1610612738,Boston Celtics,2,9,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-209,160,1,0,20170306,LAC,BOS
327,Shot Chart Detail,0021600945,186,1626179,Terry Rozier,1610612738,Boston Celtics,2,6,35,Made Shot,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,20,31,1,1,20170306,LAC,BOS
328,Shot Chart Detail,0021600945,190,1626179,Terry Rozier,1610612738,Boston Celtics,2,5,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-179,170,1,1,20170306,LAC,BOS
329,Shot Chart Detail,0021600945,410,1626179,Terry Rozier,1610612738,Boston Celtics,3,0,54,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,36,1,0,20170306,LAC,BOS
330,Shot Chart Detail,0021600945,435,1626179,Terry Rozier,1610612738,Boston Celtics,4,10,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-187,169,1,0,20170306,LAC,BOS
331,Shot Chart Detail,0021600959,109,1626179,Terry Rozier,1610612738,Boston Celtics,1,0,36,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,26,1,1,20170308,GSW,BOS
332,Shot Chart Detail,0021600959,111,1626179,Terry Rozier,1610612738,Boston Celtics,1,0,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-158,218,1,0,20170308,GSW,BOS
333,Shot Chart Detail,0021600959,125,1626179,Terry Rozier,1610612738,Boston Celtics,2,9,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,79,242,1,0,20170308,GSW,BOS
334,Shot Chart Detail,0021600959,128,1626179,Terry Rozier,1610612738,Boston Celtics,2,9,25,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,21,1,1,20170308,GSW,BOS
335,Shot Chart Detail,0021600959,344,1626179,Terry Rozier,1610612738,Boston Celtics,3,1,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,182,180,1,0,20170308,GSW,BOS
336,Shot Chart Detail,0021600959,377,1626179,Terry Rozier,1610612738,Boston Celtics,4,11,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,11,1,0,20170308,GSW,BOS
337,Shot Chart Detail,0021600970,116,1626179,Terry Rozier,1610612738,Boston Celtics,1,0,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-38,257,1,0,20170310,DEN,BOS
338,Shot Chart Detail,0021600970,135,1626179,Terry Rozier,1610612738,Boston Celtics,2,10,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-106,3,1,0,20170310,DEN,BOS
